cell,n,WR%,E_R,PF,sumR,days,top_day_share,top_sym_share,jul_n,jul_E,aug_n,aug_E,tp_share,wla_n,wla_WR%,ROBUST
spreadxv3=2-5|Y,1927,48.8,-0.0005,1.0,-0.9,49,inf,inf,641,0.003,1286,-0.002,0.1,1166,48.7,
strategyxsymbol=late_fade|1000PEPEUSDT,41,48.8,-0.0093,0.84,-0.4,22,inf,inf,17,-0.017,24,-0.004,0.1,11,45.5,
symbolxweekday=UNIUSDT|3,82,48.8,0.0232,1.2,1.9,8,0.54,1.0,51,0.021,31,0.026,0.15,27,51.9,
symbolxweekday=DOTUSDT|4,123,48.8,-0.0135,0.91,-1.7,9,inf,inf,61,0.022,62,-0.049,0.11,49,51.0,
atrpxspread=mid|2-5,1597,48.8,-0.0059,0.95,-9.3,49,inf,inf,690,-0.003,907,-0.008,0.1,892,48.7,
cascxsymbol=N|UNIUSDT,613,48.8,-0.0052,0.96,-3.2,54,inf,inf,301,-0.005,304,-0.003,0.1,244,49.2,
fundxsymbol=pos|UNIUSDT,367,48.8,0.0074,1.07,2.7,39,0.66,1.0,120,0.017,247,0.003,0.1,140,49.3,
breadthxsymbol=>=4|SUIUSDT,162,48.8,-0.0028,0.97,-0.5,8,inf,inf,0,,162,-0.003,0.07,40,50.0,
atrpxweekday=mid|2,2184,48.8,-0.0093,0.92,-20.3,8,inf,inf,1198,0.003,986,-0.024,0.09,858,49.1,
spreadxweekday=2-5|2,523,48.8,0.0012,1.01,0.6,7,4.28,2.35,210,0.013,313,-0.007,0.07,243,49.0,
symbolxvolz=UNIUSDT|2-5,201,48.8,-0.0116,0.9,-2.3,44,inf,inf,75,-0.021,126,-0.006,0.1,77,50.6,
concxstrategy=NA|nony_momentum,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
fundxstrategy=NA|nony_momentum,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
fundxsymbol=flat|FETUSDT,160,48.8,-0.014,0.88,-2.2,41,inf,inf,79,-0.009,81,-0.019,0.08,63,47.6,
hour_bandxweekday=12-17|0,1120,48.8,-0.0229,0.82,-25.6,8,inf,inf,633,-0.022,487,-0.023,0.1,337,48.1,
mktbxstrategy=NA|nony_momentum,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
regimexstrategy=NA|nony_momentum,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
strategyxregimexadx=nony_momentum|NA|NA,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
strategyxregimexbreadth=nony_momentum|NA|NA,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
strategyxregimextrig=nony_momentum|NA|burst,80,48.8,0.0219,1.27,1.8,2,2.45,0.28,44,0.098,0,,0.25,0,,
atrpxfund=lo|pos,398,48.7,-0.0094,0.93,-3.7,43,inf,inf,110,0.015,288,-0.019,0.13,269,48.7,
breadthxspread=>=4|>=5,835,48.7,-0.0115,0.9,-9.6,37,inf,inf,303,0.004,532,-0.02,0.08,272,48.2,
oidxsymbol=NA|DOTUSDT,119,48.7,0.024,1.24,2.9,15,0.43,1.0,117,0.023,2,0.106,0.11,2,50.0,
symbolxvolz=SUIUSDT|<2,119,48.7,-0.0108,0.89,-1.3,8,inf,inf,0,,119,-0.011,0.08,45,48.9,
oidxweekday=>0.5|2,550,48.7,0.011,1.11,6.0,7,0.49,0.31,223,0.021,327,0.004,0.08,235,49.4,
cascxvs=N|Y,1139,48.7,-0.011,0.92,-12.5,61,inf,inf,597,-0.004,511,-0.022,0.12,430,49.1,
spread=>=5,2389,48.7,-0.0041,0.96,-9.7,49,inf,inf,944,0.006,1445,-0.011,0.08,1229,48.7,
sessionxspread=None|>=5,2389,48.7,-0.0041,0.96,-9.7,49,inf,inf,944,0.006,1445,-0.011,0.08,1229,48.7,
adxxsymbol=20-30|HYPEUSDT,39,48.7,-0.0404,0.64,-1.6,3,inf,inf,0,,39,-0.04,0.08,20,50.0,
concxstrategy=NA|ny_burst_fade,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
concxsymbol=0-1|QNTUSDT,117,48.7,0.0217,1.22,2.5,32,0.68,1.0,30,0.026,87,0.02,0.09,117,48.7,
concxvs=NA|Y,39,48.7,0.0344,1.44,1.3,2,0.91,0.88,8,0.015,0,,0.05,0,,
decile_bandxsymbol=D4-9|PUMPUSDT,39,48.7,0.0001,1.0,0.0,8,123.46,1.0,0,,39,0.0,0.13,12,41.7,
fundxvs=NA|Y,39,48.7,0.0344,1.44,1.3,2,0.91,0.88,8,0.015,0,,0.05,0,,
mktbxstrategy=NA|ny_burst_fade,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
mktbxvs=NA|Y,39,48.7,0.0344,1.44,1.3,2,0.91,0.88,8,0.015,0,,0.05,0,,
oidxsymbol=>0.5|ICPUSDT,39,48.7,0.0071,1.05,0.3,14,4.09,1.0,13,0.173,26,-0.076,0.13,34,47.1,
regimexstrategy=NA|ny_burst_fade,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
regimexvs=NA|Y,39,48.7,0.0344,1.44,1.3,2,0.91,0.88,8,0.015,0,,0.05,0,,
sym_statexsymbol=neutral|HYPEUSDT,39,48.7,-0.0404,0.64,-1.6,3,inf,inf,0,,39,-0.04,0.08,20,50.0,
symbolxvolz=DOTUSDT|<2,390,48.7,-0.013,0.9,-5.1,50,inf,inf,174,0.003,216,-0.026,0.11,169,49.7,
symbolxvolz=TRUMPUSDT|>=5,39,48.7,0.0077,1.06,0.3,7,3.04,1.0,0,,39,0.008,0.05,25,52.0,
symbolxweekday=BNBUSDT|4,156,48.7,-0.0184,0.87,-2.9,9,inf,inf,73,-0.009,83,-0.027,0.1,32,46.9,
strategyxweekdayxhour_band=setup_fade|2|12-17,195,48.7,-0.0452,0.81,-8.8,9,inf,inf,95,-0.059,100,-0.032,0.13,73,42.5,
strategyxregimexadx=ny_burst_fade|NA|NA,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
strategyxregimexbreadth=ny_burst_fade|NA|NA,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
strategyxregimexbreadth=late_fade|neutral|1,39,48.7,-0.0281,0.63,-1.1,17,inf,inf,17,-0.048,22,-0.013,0.1,26,53.8,
strategyxregimextrig=ny_burst_fade|NA|burst,39,48.7,0.0272,1.23,1.1,2,2.35,0.48,16,0.155,0,,0.1,0,,
oidxstrategy=NA|london_burst_fade,544,48.7,-0.0037,0.98,-2.0,17,inf,inf,495,-0.017,5,0.144,0.14,1,0.0,
hour_bandxside=6-11|SHORT,3258,48.7,-0.013,0.9,-42.5,63,inf,inf,1489,0.007,1757,-0.032,0.09,1294,49.2,
spreadxweekday=>=5|0,349,48.7,-0.0044,0.96,-1.5,7,inf,inf,173,-0.015,176,0.006,0.09,182,50.5,
adxxsymbol=>=30|ZECUSDT,620,48.7,-0.0032,0.97,-2.0,14,inf,inf,31,-0.015,589,-0.003,0.06,341,46.0,
cascxstrategy=N|late_fade,657,48.7,0.0148,1.29,9.7,53,0.8,0.18,331,0.015,323,0.014,0.17,186,44.6,
hour_bandxsymbol=6-11|DOTUSDT,154,48.7,0.0104,1.08,1.6,38,0.56,1.0,61,0.048,93,-0.015,0.09,69,50.7,
symbolxvs=FETUSDT|N,577,48.7,-0.0077,0.93,-4.4,63,inf,inf,292,-0.003,276,-0.012,0.07,217,47.9,
atrpxspread=hi|>=5,729,48.7,-0.0085,0.92,-6.2,41,inf,inf,222,-0.005,507,-0.01,0.07,283,48.1,
decile_bandxside=D2-3|SHORT,8644,48.7,-0.0143,0.89,-124.0,63,inf,inf,4039,0.0,4504,-0.03,0.08,3420,48.9,
mktbxvs=<30|Y,1185,48.7,-0.0049,0.96,-5.9,57,inf,inf,609,-0.007,576,-0.003,0.12,500,49.6,
adxxstrategy=NA|setup_follow,1146,48.7,-0.0014,0.98,-1.6,15,inf,inf,1105,0.0,0,,0.11,0,,
breadthxstrategy=NA|setup_follow,1146,48.7,-0.0014,0.98,-1.6,15,inf,inf,1105,0.0,0,,0.11,0,,
spreadxstrategy=NA|setup_follow,1146,48.7,-0.0014,0.98,-1.6,15,inf,inf,1105,0.0,0,,0.11,0,,
strategyxsym_state=setup_follow|NA,1146,48.7,-0.0014,0.98,-1.6,15,inf,inf,1105,0.0,0,,0.11,0,,
atrpxsymbol=mid|RENDERUSDT,267,48.7,0.0118,1.11,3.2,50,0.42,1.0,124,0.033,143,-0.007,0.1,135,48.9,
regimexspread=neutral|2-5,1335,48.7,-0.0073,0.94,-9.7,32,inf,inf,582,-0.004,753,-0.009,0.1,793,49.1,
symbolxvolz=FILUSDT|<2,419,48.7,-0.0203,0.83,-8.5,54,inf,inf,179,0.001,240,-0.037,0.09,171,47.4,
spreadxweekday=2-5|6,571,48.7,-0.0027,0.97,-1.6,7,inf,inf,62,-0.032,509,0.001,0.09,308,48.4,
decile_bandxsymbol=D4-9|NMRUSDT,152,48.7,-0.0161,0.89,-2.4,40,inf,inf,77,-0.001,70,-0.041,0.13,68,45.6,
hour_bandxsymbol=0-5|UNIUSDT,228,48.7,-0.002,0.98,-0.5,48,inf,inf,107,0.021,121,-0.022,0.1,92,45.7,
regimexsym_state=neutral|bear,1173,48.7,0.001,1.01,1.2,30,3.24,2.67,559,0.007,614,-0.005,0.11,748,49.1,
hour_bandxside=12-17|SHORT,3139,48.7,-0.0211,0.84,-66.1,61,inf,inf,1569,-0.013,1486,-0.031,0.1,1118,48.3,
adxxsymbol=NA|DOTUSDT,113,48.7,0.0178,1.17,2.0,12,0.61,1.0,113,0.018,0,,0.11,0,,
breadthxsymbol=NA|DOTUSDT,113,48.7,0.0178,1.17,2.0,12,0.61,1.0,113,0.018,0,,0.11,0,,
decile_bandxsymbol=D2-3|PENGUUSDT,113,48.7,-0.0168,0.82,-1.9,10,inf,inf,0,,113,-0.017,0.04,22,54.5,
spreadxsymbol=NA|DOTUSDT,113,48.7,0.0178,1.17,2.0,12,0.61,1.0,113,0.018,0,,0.11,0,,
sym_statexsymbol=NA|DOTUSDT,113,48.7,0.0178,1.17,2.0,12,0.61,1.0,113,0.018,0,,0.11,0,,
strategyxweekdayxhour_band=burst_follow|5|18-23,226,48.7,-0.0162,0.77,-3.7,8,inf,inf,98,-0.036,128,-0.001,0.03,74,51.4,
adxxsymbol=NA|ADAUSDT,376,48.7,0.0011,1.01,0.4,19,3.96,1.0,357,0.001,7,-0.014,0.06,8,50.0,
breadthxsymbol=NA|ADAUSDT,376,48.7,0.0011,1.01,0.4,19,3.96,1.0,357,0.001,7,-0.014,0.06,8,50.0,
oidxsymbol=NA|ADAUSDT,376,48.7,0.0011,1.01,0.4,19,3.96,1.0,357,0.001,7,-0.014,0.06,8,50.0,
spreadxsymbol=NA|ADAUSDT,376,48.7,0.0011,1.01,0.4,19,3.96,1.0,357,0.001,7,-0.014,0.06,8,50.0,
sym_statexsymbol=NA|ADAUSDT,376,48.7,0.0011,1.01,0.4,19,3.96,1.0,357,0.001,7,-0.014,0.06,8,50.0,
concxvs=0-1|Y,413,48.7,0.0213,1.17,8.8,38,0.75,0.52,56,-0.015,357,0.027,0.13,412,48.8,
decile_bandxstrategy=D4-9|setup_follow,1650,48.7,-0.0053,0.93,-8.7,63,inf,inf,742,-0.001,898,-0.008,0.12,715,47.1,
strategyxweekdayxhour_band=asia_burst_fade|6|0-5,300,48.7,0.0056,1.04,1.7,8,1.16,1.49,125,0.024,175,-0.007,0.09,100,47.0,
strategyxsidexregime=setup_fade|SHORT|bear,859,48.7,-0.025,0.87,-21.5,21,inf,inf,413,-0.028,446,-0.022,0.09,399,48.4,
oidxstrategy=NA|setup_follow,1157,48.7,-0.0015,0.98,-1.7,20,inf,inf,1109,0.0,7,0.022,0.11,7,57.1,Y
breadthxcasc=2-3|Y,596,48.7,-0.0123,0.88,-7.3,16,inf,inf,11,-0.023,585,-0.012,0.08,435,46.7,
sidexsymbol=SHORT|UNIUSDT,335,48.7,-0.0283,0.81,-9.5,61,inf,inf,159,-0.023,172,-0.028,0.08,133,47.4,
spreadxweekend=>=5|False,1782,48.7,-0.0063,0.94,-11.2,35,inf,inf,810,0.005,972,-0.016,0.08,899,49.3,
breadthxstrategy=>=4|v65_strict_long,37,48.6,0.047,1.31,1.7,9,1.23,1.08,0,,37,0.047,0.16,37,48.6,
breadthxstrategy=>=4|v65_strict_ny_long,37,48.6,0.047,1.31,1.7,9,1.23,1.08,0,,37,0.047,0.16,37,48.6,
breadthxsymbol=1|FILUSDT,185,48.6,0.0013,1.01,0.2,40,4.43,1.0,81,0.001,104,0.001,0.1,114,50.0,
breadthxsymbol=2-3|DASHUSDT,74,48.6,-0.0361,0.74,-2.7,22,inf,inf,40,-0.034,34,-0.039,0.08,39,48.7,
breadthxvs=1|Y,407,48.6,0.0079,1.07,3.2,44,0.56,0.5,143,0.001,264,0.011,0.12,267,49.1,
decile_bandxsymbol=D10|DASHUSDT,74,48.6,0.0089,1.08,0.7,23,1.47,1.0,51,0.019,23,-0.014,0.15,11,45.5,
regimexsymbol=bull|RENDERUSDT,111,48.6,-0.0006,0.99,-0.1,15,inf,inf,16,0.047,95,-0.009,0.14,59,45.8,
symbolxvs=XLMUSDT|Y,37,48.6,-0.0413,0.75,-1.5,14,inf,inf,15,-0.083,22,-0.013,0.19,11,54.5,
symbolxvolz=CHZUSDT|<2,294,48.6,0.0117,1.11,3.4,44,0.34,1.0,165,0.025,129,-0.005,0.07,114,49.1,
spreadxweekday=>=5|4,403,48.6,0.0004,1.0,0.2,7,18.31,10.41,174,0.019,229,-0.014,0.08,198,47.5,
symbolxweekday=XRPUSDT|2,329,48.6,0.0046,1.05,1.5,9,0.9,1.0,177,0.011,152,-0.003,0.07,118,46.6,
adxxatrp=<20|hi,292,48.6,0.0016,1.02,0.5,10,2.48,2.0,172,0.003,120,0.0,0.04,138,52.2,
breadthxsymbol=1|QNTUSDT,146,48.6,0.0238,1.19,3.5,33,0.33,1.0,54,0.029,92,0.021,0.14,93,50.5,Y
strategyxsidexregime=setup_fade|SHORT|bull,948,48.6,-0.0228,0.88,-21.6,20,inf,inf,255,0.011,693,-0.035,0.09,444,49.5,
oidxspread=mid|>=5,1604,48.6,0.0029,1.03,4.7,49,0.57,1.05,642,0.018,962,-0.007,0.08,869,48.8,
oidxweekday=<-0.5|0,652,48.6,-0.0404,0.63,-26.4,7,inf,inf,217,-0.052,435,-0.035,0.04,252,54.0,
imbxsymbol=>=0.5|FETUSDT,543,48.6,-0.0088,0.92,-4.8,57,inf,inf,280,-0.005,254,-0.013,0.07,223,48.9,
adxxspread=20-30|2-5,1773,48.6,-0.0048,0.96,-8.6,39,inf,inf,834,0.001,939,-0.01,0.09,966,48.9,
symbolxv3=DOTUSDT|Y,434,48.6,-0.0073,0.94,-3.2,55,inf,inf,180,0.021,254,-0.027,0.12,239,49.4,
decile_bandxspread=D10|>=5,325,48.6,0.002,1.02,0.7,43,2.1,4.11,148,0.007,177,-0.002,0.09,106,50.9,
atrpxsymbol=mid|DOTUSDT,397,48.6,-0.0101,0.93,-4.0,52,inf,inf,187,0.012,210,-0.03,0.13,181,50.3,
adxxsymbol=20-30|DOTUSDT,288,48.6,-0.0225,0.84,-6.5,34,inf,inf,119,0.016,169,-0.05,0.12,146,50.7,
decile_bandxsymbol=D10|ARBUSDT,72,48.6,-0.0198,0.85,-1.4,23,inf,inf,40,-0.012,32,-0.03,0.11,17,41.2,
oidxsymbol=mid|AVAXUSDT,72,48.6,-0.0553,0.68,-4.0,8,inf,inf,0,,72,-0.055,0.15,29,48.3,
symbolxvs=DOTUSDT|Y,72,48.6,-0.0282,0.8,-2.0,23,inf,inf,44,-0.041,28,-0.009,0.08,27,48.1,
adxxdecile_band=<20|D2-3,1078,48.6,-0.0096,0.91,-10.3,11,inf,inf,580,-0.006,498,-0.014,0.08,689,49.3,
strategyxsymbol=asia_burst_fade|ETHUSDT,574,48.6,-0.0054,0.97,-3.1,55,inf,inf,348,0.01,226,-0.029,0.11,244,45.5,
breadthxsymbol=1|UNIUSDT,251,48.6,0.0072,1.06,1.8,39,0.71,1.0,86,0.005,165,0.008,0.12,167,49.1,
hour_bandxvs=18-23|Y,535,48.6,0.0217,1.19,11.6,55,0.48,0.29,241,0.002,282,0.035,0.12,228,52.6,
symbolxvolz=NEARUSDT|>=5,107,48.6,0.0001,1.0,0.0,29,120.59,1.0,64,0.003,43,-0.004,0.07,28,39.3,
adxxsymbol=20-30|FILUSDT,356,48.6,-0.028,0.79,-10.0,35,inf,inf,164,-0.025,192,-0.03,0.09,176,49.4,
hour_bandxweekday=6-11|2,1068,48.6,0.0082,1.08,8.7,9,0.49,0.26,658,0.012,410,0.003,0.09,374,50.0,
hour_bandxspread=18-23|2-5,852,48.6,-0.0052,0.95,-4.5,47,inf,inf,268,-0.004,584,-0.006,0.07,409,48.9,
symbolxweekend=FETUSDT|False,461,48.6,-0.004,0.96,-1.9,45,inf,inf,247,-0.007,205,0.0,0.08,183,48.6,
symbol=FETUSDT,638,48.6,-0.007,0.94,-4.5,63,inf,inf,312,-0.005,317,-0.009,0.08,260,48.5,
cascxsymbol=N|FETUSDT,638,48.6,-0.007,0.94,-4.5,63,inf,inf,312,-0.005,317,-0.009,0.08,260,48.5,
sessionxsymbol=None|FETUSDT,638,48.6,-0.007,0.94,-4.5,63,inf,inf,312,-0.005,317,-0.009,0.08,260,48.5,
fundxspread=neg|>=5,850,48.6,0.001,1.01,0.9,45,2.31,3.78,494,0.006,356,-0.006,0.08,405,48.6,
symbolxweekend=FETUSDT|True,177,48.6,-0.0148,0.87,-2.6,18,inf,inf,65,0.003,112,-0.025,0.08,77,48.1,
symbolxv3=FILUSDT|Y,424,48.6,-0.0037,0.97,-1.6,60,inf,inf,227,0.011,195,-0.022,0.11,186,49.5,
fundxspread=pos|>=5,811,48.6,-0.0048,0.96,-3.9,48,inf,inf,200,0.0,611,-0.007,0.08,407,48.9,
mktbxspread=<30|>=5,2207,48.6,-0.0045,0.96,-10.0,47,inf,inf,944,0.006,1263,-0.013,0.08,1148,48.9,
atrpxsymbol=hi|PENGUUSDT,140,48.6,-0.0163,0.82,-2.3,10,inf,inf,0,,140,-0.016,0.06,24,54.2,
decile_bandxsymbol=D4-9|DOTUSDT,140,48.6,-0.0027,0.98,-0.4,41,inf,inf,58,0.017,82,-0.017,0.1,59,50.8,
decile_bandxsymbol=D4-9|LINKUSDT,35,48.6,-0.0333,0.75,-1.2,8,inf,inf,0,,35,-0.033,0.11,6,66.7,
imbxsymbol=<0.5|DASHUSDT,70,48.6,-0.043,0.71,-3.0,16,inf,inf,50,-0.076,20,0.039,0.11,8,50.0,
regimexsymbol=bear|UNIUSDT,140,48.6,0.0041,1.03,0.6,18,2.2,1.0,67,-0.015,73,0.022,0.11,59,47.5,
sym_statexsymbol=bear|XRPUSDT,280,48.6,-0.0006,0.99,-0.2,16,inf,inf,55,-0.008,225,0.001,0.1,173,46.8,
sym_statexweekday=bear|3,280,48.6,-0.0225,0.82,-6.3,6,inf,inf,168,-0.035,112,-0.004,0.08,182,47.3,
symbolxvolz=DOTUSDT|2-5,140,48.6,-0.0036,0.97,-0.5,40,inf,inf,51,0.049,89,-0.034,0.11,74,48.6,
symbolxweekday=RUNEUSDT|3,70,48.6,0.0058,1.05,0.4,6,1.2,1.0,18,0.052,52,-0.01,0.11,36,50.0,
strategyxweekdayxhour_band=setup_follow|6|12-17,210,48.6,0.0108,1.17,2.3,8,0.73,0.42,60,0.006,150,0.013,0.15,103,53.4,
decile_bandxhour_band=D10|6-11,873,48.6,0.0164,1.15,14.3,60,0.3,0.16,428,0.01,440,0.023,0.11,269,51.7,Y
atrpxhour_band=NA|6-11,663,48.6,0.0103,1.1,6.8,10,1.01,0.35,627,0.011,6,-0.088,0.09,7,57.1,
hour_bandxvolz=6-11|NA,663,48.6,0.0103,1.1,6.8,10,1.01,0.35,627,0.011,6,-0.088,0.09,7,57.1,
strategyxweekday=setup_follow|1,729,48.6,-0.0113,0.85,-8.2,9,inf,inf,324,-0.007,364,-0.011,0.08,331,47.1,
strategyxregimexbreadth=setup_fade|bull|>=4,657,48.6,-0.0263,0.87,-17.2,19,inf,inf,56,-0.15,601,-0.015,0.11,360,51.1,
adxxsymbol=NA|WLDUSDT,484,48.6,-0.0166,0.86,-8.0,18,inf,inf,464,-0.017,2,-0.009,0.07,4,50.0,
breadthxsymbol=NA|WLDUSDT,484,48.6,-0.0166,0.86,-8.0,18,inf,inf,464,-0.017,2,-0.009,0.07,4,50.0,
oidxsymbol=NA|WLDUSDT,484,48.6,-0.0166,0.86,-8.0,18,inf,inf,464,-0.017,2,-0.009,0.07,4,50.0,
spreadxsymbol=NA|WLDUSDT,484,48.6,-0.0166,0.86,-8.0,18,inf,inf,464,-0.017,2,-0.009,0.07,4,50.0,
sym_statexsymbol=NA|WLDUSDT,484,48.6,-0.0166,0.86,-8.0,18,inf,inf,464,-0.017,2,-0.009,0.07,4,50.0,
oidxweekday=>0.5|1,587,48.6,0.01,1.1,5.9,7,0.38,0.38,247,0.013,340,0.008,0.09,244,46.3,
imbxsymbol=<0.5|DOTUSDT,103,48.5,-0.0157,0.88,-1.6,14,inf,inf,50,-0.019,53,-0.012,0.07,27,55.6,
adxxvs=NA|Y,377,48.5,-0.0022,0.98,-0.8,14,inf,inf,346,-0.006,0,,0.11,0,,
breadthxvs=NA|Y,377,48.5,-0.0022,0.98,-0.8,14,inf,inf,346,-0.006,0,,0.11,0,,
spreadxvs=NA|Y,377,48.5,-0.0022,0.98,-0.8,14,inf,inf,346,-0.006,0,,0.11,0,,
sym_statexvs=NA|Y,377,48.5,-0.0022,0.98,-0.8,14,inf,inf,346,-0.006,0,,0.11,0,,
concxsymbol=0-1|FETUSDT,171,48.5,-0.0204,0.86,-3.5,35,inf,inf,28,-0.097,143,-0.006,0.12,170,48.8,
sym_statexsymbol=bull|TAOUSDT,171,48.5,-0.0041,0.96,-0.7,11,inf,inf,0,,171,-0.004,0.08,60,46.7,
atrpxstrategy=NA|late_fade,68,48.5,0.011,1.23,0.7,6,0.48,1.15,65,0.01,0,,0.12,0,,
fundxsymbol=neg|DASHUSDT,68,48.5,0.0312,1.4,2.1,15,0.41,1.0,58,0.018,10,0.109,0.01,35,51.4,
hour_bandxsymbol=6-11|NEARUSDT,204,48.5,-0.0065,0.93,-1.3,48,inf,inf,115,0.005,89,-0.022,0.03,70,52.9,
strategyxsymbol=setup_fade|DOTUSDT,204,48.5,-0.0142,0.92,-2.9,54,inf,inf,83,0.089,121,-0.085,0.13,115,47.8,
strategyxvolz=late_fade|NA,68,48.5,0.011,1.23,0.7,6,0.48,1.15,65,0.01,0,,0.12,0,,
symbolxweekday=ICPUSDT|4,68,48.5,0.0057,1.05,0.4,9,2.1,1.0,44,0.026,24,-0.032,0.13,27,51.9,
strategyxsidexregime=setup_fade|LONG|neutral,713,48.5,0.0259,1.15,18.5,38,0.4,0.4,405,0.019,308,0.035,0.16,321,48.6,Y
imbxstrategy=>=0.5|setup_follow,3697,48.5,0.0008,1.01,2.8,63,2.18,1.5,1730,-0.005,1926,0.007,0.12,1737,48.5,
sidexstrategy=LONG|setup_follow,3697,48.5,0.0008,1.01,2.8,63,2.18,1.5,1730,-0.005,1926,0.007,0.12,1737,48.5,
adxxvolz=<20|<2,1152,48.5,-0.0092,0.92,-10.6,11,inf,inf,603,-0.006,549,-0.013,0.08,726,49.0,
symbolxv3=DASHUSDT|Y,406,48.5,-0.0053,0.96,-2.1,57,inf,inf,210,-0.006,196,-0.005,0.09,180,48.9,
fundxweekday=neg|0,944,48.5,-0.0153,0.87,-14.4,9,inf,inf,662,-0.015,282,-0.015,0.09,258,50.4,
hour_bandxsymbol=18-23|ZECUSDT,404,48.5,-0.0016,0.98,-0.7,51,inf,inf,207,0.009,192,-0.013,0.1,152,48.7,
symbolxweekday=TAOUSDT|5,101,48.5,0.019,1.18,1.9,9,0.69,1.0,40,0.027,61,0.014,0.13,39,48.7,
adxxstrategy=NA|london_burst_fade,538,48.5,-0.0055,0.97,-3.0,15,inf,inf,494,-0.018,0,,0.14,0,,
breadthxstrategy=NA|london_burst_fade,538,48.5,-0.0055,0.97,-3.0,15,inf,inf,494,-0.018,0,,0.14,0,,
spreadxstrategy=NA|london_burst_fade,538,48.5,-0.0055,0.97,-3.0,15,inf,inf,494,-0.018,0,,0.14,0,,
strategyxsym_state=london_burst_fade|NA,538,48.5,-0.0055,0.97,-3.0,15,inf,inf,494,-0.018,0,,0.14,0,,
symbol=CHZUSDT,503,48.5,0.0037,1.03,1.8,58,0.63,1.0,290,0.007,209,-0.004,0.1,169,49.1,
cascxsymbol=N|CHZUSDT,503,48.5,0.0037,1.03,1.8,58,0.63,1.0,290,0.007,209,-0.004,0.1,169,49.1,
sessionxsymbol=None|CHZUSDT,503,48.5,0.0037,1.03,1.8,58,0.63,1.0,290,0.007,209,-0.004,0.1,169,49.1,
atrpxsymbol=hi|DOGEUSDT,134,48.5,0.0059,1.08,0.8,9,1.4,1.0,0,,134,0.006,0.05,19,47.4,
sym_statexsymbol=neutral|ICPUSDT,268,48.5,-0.0081,0.94,-2.2,37,inf,inf,116,0.01,152,-0.022,0.12,130,47.7,
vsxweekday=Y|3,167,48.5,-0.0189,0.87,-3.2,9,inf,inf,92,-0.011,75,-0.028,0.13,89,46.1,
strategyxweekend=setup_fade|True,1536,48.5,-0.0066,0.96,-10.1,18,inf,inf,612,0.022,924,-0.026,0.11,741,49.3,
breadthxoid=2-3|>0.5,934,48.5,0.0037,1.03,3.5,42,0.52,0.74,311,0.003,623,0.004,0.09,574,48.4,
regimexstrategy=neutral|setup_follow,2495,48.5,-0.0046,0.94,-11.6,40,inf,inf,1420,-0.006,1075,-0.003,0.11,1199,48.1,
strategyxregimextrig=setup_follow|neutral|bar,2495,48.5,-0.0046,0.94,-11.6,40,inf,inf,1420,-0.006,1075,-0.003,0.11,1199,48.1,
adxxstrategy=20-30|follow_3h_all,33,48.5,0.0031,1.03,0.1,13,7.61,7.64,8,0.131,25,-0.038,0.0,19,57.9,
atrpxstrategy=NA|setup_fade,495,48.5,0.0057,1.03,2.8,7,3.42,1.01,453,-0.004,0,,0.12,0,,
breadthxsymbol=2-3|RUNEUSDT,66,48.5,-0.0034,0.97,-0.2,21,inf,inf,32,0.024,34,-0.029,0.11,36,50.0,
sidexsymbol=LONG|XRPUSDT,1188,48.5,-0.0011,0.99,-1.3,63,inf,inf,541,-0.005,632,0.003,0.09,464,50.0,
strategyxsymbol=setup_fade|LINKUSDT,33,48.5,-0.0425,0.77,-1.4,9,inf,inf,0,,33,-0.042,0.03,15,53.3,
strategyxvolz=setup_fade|NA,495,48.5,0.0057,1.03,2.8,7,3.42,1.01,453,-0.004,0,,0.12,0,,
symbolxvs=BNBUSDT|Y,33,48.5,-0.0172,0.91,-0.6,11,inf,inf,13,0.017,20,-0.039,0.18,15,46.7,
symbolxweekday=DASHUSDT|4,66,48.5,0.018,1.18,1.2,8,0.71,1.0,37,0.014,29,0.024,0.08,32,53.1,
strategyxweekdayxhour_band=london_burst_fade|6|12-17,99,48.5,0.0738,1.75,7.3,7,0.95,0.44,27,-0.004,72,0.103,0.16,33,60.6,
strategyxregimexbreadth=london_burst_fade|bear|>=4,33,48.5,0.0746,1.39,2.5,4,1.64,0.46,22,0.178,11,-0.132,0.27,8,50.0,
