cell,n,WR_net%,WR_gross%,E_net,PF_net,sumR_net,days,top_day_share,wilson95%,breakeven_WR%,p_vs_be,BH_q,IS_n,IS_WR%,IS_E,IS_sig,OOS_n,OOS_WR%,OOS_E,OOS_sig,WF1_E,WF2_E,WF3_E,streak,maxDD_R,VALIDATED
stratxweekdayxregime=asia_burst_fade|4|neutral,118,44.1,44.1,-0.0446,0.77,-5.3,5,inf,"[35.4,53.1]",50.6,9.34e-01,1.000,94,43.6,-0.04,N,24,45.8,-0.064,N,0.022,-0.177,-0.064,13,12.9,NO
stratxweekdayxhourb=burst_follow|2|12-17,424,46.2,46.2,-0.0399,0.59,-16.9,8,inf,"[41.5,51.0]",59.4,1.00e+00,1.000,212,49.1,-0.015,N,212,43.4,-0.065,N,-0.027,0.007,-0.065,25,20.3,NO
stratxweekday=setup_fade|6,756,46.8,47.0,-0.0305,0.84,-23.1,9,inf,"[43.3,50.4]",51.2,9.93e-01,1.000,272,50.7,0.03,N,484,44.6,-0.065,N,0.018,-0.012,-0.084,16,38.2,NO
stratxv3=fade_3h_london|False,90,45.6,45.6,0.0714,1.45,6.4,19,0.74,"[35.7,55.8]",36.5,4.87e-02,0.372,73,46.6,0.103,Y,17,41.2,-0.065,N,0.103,,-0.065,9,3.6,NO
symxweekday=RUNEUSDT|2,46,47.8,47.8,-0.0368,0.77,-1.7,8,inf,"[34.1,61.9]",54.4,8.51e-01,1.000,32,46.9,-0.024,N,14,50.0,-0.066,N,-0.013,-0.035,-0.066,3,1.9,NO
adxbxstrat=20-30|ny_flush_buy_4h,325,54.2,54.2,0.005,1.03,1.6,29,3.51,"[48.7,59.5]",53.5,4.23e-01,1.000,156,57.1,0.082,Y,169,51.5,-0.066,N,0.051,0.056,-0.052,30,22.4,NO
stratxweekday=follow_3h_all|6,104,59.6,59.6,0.0552,1.7,5.7,6,0.73,"[50.0,68.5]",46.5,4.98e-03,0.079,76,63.2,0.1,Y,28,50.0,-0.067,N,0.1,,-0.067,9,3.0,NO
stratxweekdayxhourb=asia_pump_short_4h|2|0-5,45,53.3,53.3,0.0384,1.3,1.7,8,1.47,"[39.1,67.1]",46.8,2.34e-01,0.864,18,66.7,0.197,N,27,44.4,-0.067,N,0.347,0.058,-0.116,5,3.6,NO
symxv3=RUNEUSDT|False,35,45.7,45.7,-0.0673,0.53,-2.4,4,inf,"[30.5,61.8]",61.6,9.81e-01,1.000,0,,,N,35,45.7,-0.067,N,,,-0.067,6,3.4,NO
stratxweekdayxhourb=setup_fade|2|0-5,185,42.2,42.2,-0.0828,0.61,-15.3,9,inf,"[35.3,49.4]",54.5,1.00e+00,1.000,81,46.9,-0.102,N,104,38.5,-0.068,N,-0.17,-0.04,-0.045,11,20.1,NO
stratxweekdayxregime=follow_3h_all|0|neutral,71,53.5,53.5,-0.0149,0.9,-1.1,3,inf,"[42.0,64.6]",56.2,7.18e-01,1.000,70,54.3,-0.014,N,1,0.0,-0.068,N,0.042,-0.392,-0.068,7,3.6,NO
stratxweekdayxregime=london_burst_fade|4|bull,157,45.9,45.9,-0.0685,0.73,-10.8,2,inf,"[38.3,53.7]",53.6,9.79e-01,1.000,0,,,N,157,45.9,-0.068,N,,,-0.068,16,20.8,NO
sidexsym=SHORT|ARBUSDT,276,43.1,43.1,-0.038,0.75,-10.5,59,inf,"[37.4,49.0]",50.3,9.93e-01,1.000,142,47.2,-0.009,N,134,38.8,-0.069,N,-0.008,-0.017,-0.082,11,12.9,NO
stratxweekday=asia_burst_fade|2,398,44.7,44.7,-0.034,0.82,-13.5,8,inf,"[39.9,49.6]",49.7,9.78e-01,1.000,307,46.3,-0.024,N,91,39.6,-0.069,N,-0.038,0.004,-0.069,17,18.0,NO
stratxweekdayxregime=burst_follow|5|bear,175,50.9,50.9,-0.0029,0.96,-0.5,2,inf,"[43.5,58.2]",52.0,6.43e-01,1.000,149,51.7,0.009,N,26,46.2,-0.069,N,0.009,,-0.069,7,3.7,NO
stratxweekdayxregime=setup_fade|3|bull,361,46.3,46.3,-0.0452,0.78,-16.3,5,inf,"[41.2,51.4]",52.3,9.91e-01,1.000,167,47.9,-0.017,N,194,44.8,-0.069,N,-0.066,0.034,-0.069,8,18.0,NO
sidexsym=SHORT|LINKUSDT,60,50.0,50.0,-0.0701,0.62,-4.2,10,inf,"[37.7,62.3]",61.7,9.76e-01,1.000,0,,,N,60,50.0,-0.07,N,,,-0.07,4,6.2,NO
stratxregimexdecb=burst_follow|neutral|D4-9,381,53.0,53.0,-0.0215,0.77,-8.2,33,inf,"[48.0,58.0]",59.5,9.95e-01,1.000,238,55.0,0.008,N,143,49.7,-0.07,N,0.014,-0.008,-0.077,16,12.1,NO
stratxweekdayxhourb=setup_fade|0|0-5,137,46.7,46.7,0.0017,1.01,0.2,9,16.61,"[38.6,55.0]",46.5,5.14e-01,1.000,63,52.4,0.087,N,74,41.9,-0.071,N,0.277,-0.032,-0.087,10,9.1,NO
sessionxsym=ny|PENGUUSDT,33,45.5,45.5,-0.0706,0.44,-2.3,8,inf,"[29.8,62.0]",65.6,9.95e-01,1.000,0,,,N,33,45.5,-0.071,N,,,-0.071,5,2.5,NO
adxbxsym=<20|DOTUSDT,79,45.6,45.6,-0.0511,0.67,-4.0,9,inf,"[35.0,56.5]",55.6,9.71e-01,1.000,45,44.4,-0.036,N,34,47.1,-0.071,N,-0.138,-0.042,-0.105,7,4.6,NO
sidexweekday=SHORT|2,1919,48.4,48.4,-0.0357,0.77,-68.5,9,inf,"[46.2,50.6]",55.0,1.00e+00,1.000,1073,51.0,-0.007,N,846,45.2,-0.072,N,-0.015,0.004,-0.08,47,72.4,NO
stratxsidexregime=london_burst_fade|SHORT|bull,535,38.1,38.1,-0.0736,0.62,-39.4,17,inf,"[34.1,42.3]",49.8,1.00e+00,1.000,66,36.4,-0.085,N,469,38.4,-0.072,N,-0.063,-0.112,-0.072,25,42.2,NO
stratxweekdayxregime=asia_burst_fade|6|bear,67,43.3,43.3,-0.0484,0.73,-3.2,2,inf,"[32.1,55.2]",51.2,9.22e-01,1.000,53,45.3,-0.042,N,14,35.7,-0.072,N,-0.042,,-0.072,8,5.9,NO
hourbxsym=18-23|RUNEUSDT,77,46.8,46.8,-0.0134,0.89,-1.0,25,inf,"[36.0,57.8]",49.6,7.29e-01,1.000,46,50.0,0.026,N,31,41.9,-0.072,N,0.02,0.01,-0.066,6,2.6,NO
symxweekday=DOTUSDT|1,92,46.7,46.7,-0.0298,0.8,-2.7,7,inf,"[36.9,56.9]",52.3,8.81e-01,1.000,38,50.0,0.031,N,54,44.4,-0.073,N,0.314,-0.036,-0.049,6,4.7,NO
regimexside=NA|LONG,419,55.6,55.6,0.0685,1.96,28.7,6,1.19,"[50.8,60.3]",39.0,4.94e-12,0.000,405,56.5,0.073,Y,14,28.6,-0.073,N,0.072,0.018,,18,8.6,NO
regimexsession=NA|ny,220,51.8,51.8,0.0268,1.41,5.9,6,0.56,"[45.2,58.3]",43.2,6.40e-03,0.096,206,53.4,0.034,Y,14,28.6,-0.073,N,0.028,0.018,,6,2.0,NO
adxbxstrat=NA|ny_flush_buy_4h,139,52.5,52.5,0.0261,1.21,3.6,12,0.74,"[44.3,60.6]",47.9,1.55e-01,0.734,125,55.2,0.037,N,14,28.6,-0.073,N,0.028,0.018,,16,9.3,NO
sprbxstrat=NA|ny_flush_buy_4h,139,52.5,52.5,0.0261,1.21,3.6,12,0.74,"[44.3,60.6]",47.9,1.55e-01,0.734,125,55.2,0.037,N,14,28.6,-0.073,N,0.028,0.018,,16,9.3,NO
rvbxside=NA|LONG,1642,50.4,50.4,0.0221,1.23,36.2,11,0.89,"[47.9,52.8]",45.2,1.37e-05,0.001,1628,50.6,0.023,Y,14,28.6,-0.073,N,0.022,0.018,,18,19.0,NO
adxbxsession=NA|ny,1947,51.5,51.5,0.008,1.09,15.6,18,0.37,"[49.3,53.7]",49.5,3.72e-02,0.312,1933,51.7,0.009,N,14,28.6,-0.073,N,0.008,0.018,,15,16.6,NO
sessionxsprb=ny|NA,1947,51.5,51.5,0.008,1.09,15.6,18,0.37,"[49.3,53.7]",49.5,3.72e-02,0.312,1933,51.7,0.009,N,14,28.6,-0.073,N,0.008,0.018,,15,16.6,NO
adxbxside=NA|LONG,4256,49.3,49.3,0.0071,1.07,30.3,19,1.07,"[47.8,50.8]",47.6,1.37e-02,0.167,4242,49.4,0.007,Y,14,28.6,-0.073,N,0.007,0.018,,50,39.4,NO
sidexsprb=LONG|NA,4256,49.3,49.3,0.0071,1.07,30.3,19,1.07,"[47.8,50.8]",47.6,1.37e-02,0.167,4242,49.4,0.007,Y,14,28.6,-0.073,N,0.007,0.018,,50,39.4,NO
rvbxsession=NA|ny,875,52.0,52.0,0.0066,1.07,5.8,10,0.99,"[48.7,55.3]",50.2,1.55e-01,0.736,861,52.4,0.008,N,14,28.6,-0.073,N,0.006,0.018,,8,9.5,NO
rvbxsym=2-5|AVAXUSDT,32,50.0,50.0,-0.0731,0.57,-2.3,8,inf,"[33.6,66.4]",63.8,9.63e-01,1.000,0,,,N,32,50.0,-0.073,N,,,-0.073,2,3.0,NO
sidexsym=SHORT|BNBUSDT,406,47.3,47.3,-0.0544,0.64,-22.1,59,inf,"[42.5,52.1]",58.4,1.00e+00,1.000,207,50.7,-0.036,N,199,43.7,-0.073,N,-0.05,-0.01,-0.087,13,24.5,NO
decbxstrat=D10|ny_flush_buy_4h,178,57.3,57.3,-0.0399,0.79,-7.1,38,inf,"[50.0,64.3]",62.9,9.45e-01,1.000,58,65.5,0.029,N,120,53.3,-0.073,N,0.021,0.012,-0.073,23,15.1,NO
stratxregimexrvb=asia_pump_short_4h|bull|<2,140,55.0,55.0,-0.0336,0.86,-4.7,15,inf,"[46.7,63.0]",58.6,8.31e-01,1.000,17,76.5,0.256,N,123,52.0,-0.074,N,0.299,0.153,-0.074,16,18.5,NO
regimexstrat=neutral|follow_3h_all,319,58.9,58.9,0.0301,1.25,9.6,17,0.57,"[53.5,64.2]",53.5,2.89e-02,0.267,300,60.0,0.037,Y,19,42.1,-0.074,N,0.047,-0.241,-0.074,13,11.0,NO
stratxsidexregime=follow_3h_all|LONG|neutral,319,58.9,58.9,0.0301,1.25,9.6,17,0.57,"[53.5,64.2]",53.5,2.89e-02,0.267,300,60.0,0.037,Y,19,42.1,-0.074,N,0.047,-0.241,-0.074,13,11.0,NO
sidexsym=SHORT|PENDLEUSDT,216,43.5,43.5,-0.0516,0.71,-11.2,62,inf,"[37.1,50.2]",51.9,9.94e-01,1.000,103,48.5,-0.027,N,113,38.9,-0.074,N,-0.009,-0.077,-0.062,9,12.9,NO
stratxweekdayxhourb=setup_fade|4|18-23,237,42.6,42.6,-0.0103,0.94,-2.4,9,inf,"[36.5,49.0]",44.1,6.98e-01,1.000,120,45.8,0.052,N,117,39.3,-0.074,N,0.067,0.045,-0.119,11,12.2,NO
stratxregimexrvb=setup_follow|bear|>=5,46,37.0,37.0,-0.0555,0.4,-2.6,13,inf,"[24.5,51.4]",59.4,9.99e-01,1.000,9,55.6,0.024,N,37,32.4,-0.075,N,0.03,-0.083,-0.044,8,2.9,NO
stratxweekdayxhourb=nony_momentum|6|18-23,110,48.2,48.2,-0.0645,0.45,-7.1,7,inf,"[39.1,57.4]",67.3,1.00e+00,1.000,16,50.0,-0.004,N,94,47.9,-0.075,N,-0.004,-0.01,-0.088,30,10.7,NO
stratxweekdayxregime=london_burst_fade|0|neutral,122,45.1,45.1,-0.0498,0.75,-6.1,5,inf,"[36.5,53.9]",52.1,9.50e-01,1.000,100,47.0,-0.044,N,22,36.4,-0.075,N,0.001,-0.066,-0.075,7,8.9,NO
stratxweekdayxregime=nony_momentum|6|neutral,153,51.6,51.6,-0.0369,0.62,-5.6,5,inf,"[43.8,59.4]",63.2,9.99e-01,1.000,56,60.7,0.03,Y,97,46.4,-0.075,N,0.021,0.026,-0.102,30,10.9,NO
stratxweekdayxregime=setup_fade|2|neutral,258,48.1,48.1,-0.0506,0.77,-13.1,4,inf,"[42.0,54.1]",54.7,9.86e-01,1.000,86,55.8,0.0,N,172,44.2,-0.076,N,0.0,-0.017,-0.146,7,17.5,NO
adxbxsym=20-30|DOGEUSDT,33,42.4,42.4,-0.0762,0.47,-2.5,3,inf,"[27.2,59.2]",61.2,9.91e-01,1.000,0,,,N,33,42.4,-0.076,N,,,-0.076,3,2.5,NO
stratxregimexadxb=burst_follow|bull|20-30,577,54.8,54.8,-0.0047,0.93,-2.7,11,inf,"[50.7,58.8]",56.5,8.10e-01,1.000,462,56.7,0.013,Y,115,47.0,-0.076,N,0.006,0.029,-0.076,19,10.8,NO
stratxweekdayxhourb=setup_fade|6|18-23,159,44.7,44.7,-0.022,0.89,-3.5,8,inf,"[37.1,52.4]",47.5,7.91e-01,1.000,63,52.4,0.061,N,96,39.6,-0.077,N,0.061,-0.088,-0.065,15,12.5,NO
symxweekday=CHZUSDT|2,75,49.3,49.3,-0.016,0.86,-1.2,9,inf,"[38.3,60.4]",53.2,7.86e-01,1.000,47,48.9,0.02,N,28,50.0,-0.077,N,0.009,0.032,-0.107,3,2.7,NO
adxbxstrat=<20|asia_burst_fade,125,46.4,46.4,-0.008,0.94,-1.0,4,inf,"[37.9,55.1]",47.8,6.57e-01,1.000,72,48.6,0.044,N,53,43.4,-0.078,N,,0.044,-0.078,14,10.5,NO
stratxregimexadxb=asia_burst_fade|neutral|<20,125,46.4,46.4,-0.008,0.94,-1.0,4,inf,"[37.9,55.1]",47.8,6.57e-01,1.000,72,48.6,0.044,N,53,43.4,-0.078,N,,0.044,-0.078,14,10.5,NO
rvbxsym=2-5|XLMUSDT,141,50.4,50.4,-0.0269,0.82,-3.8,37,inf,"[42.2,58.5]",55.3,8.97e-01,1.000,72,51.4,0.023,N,69,49.3,-0.079,N,-0.0,0.054,-0.088,4,6.0,NO
symxweekday=1000PEPEUSDT|2,178,48.3,48.3,-0.0303,0.77,-5.4,9,inf,"[41.1,55.6]",54.8,9.64e-01,1.000,117,49.6,-0.005,N,61,45.9,-0.079,N,0.002,-0.025,-0.085,4,6.6,NO
stratxsym=london_burst_fade|ADAUSDT,77,44.2,44.2,-0.0128,0.92,-1.0,37,inf,"[33.6,55.3]",46.1,6.75e-01,1.000,39,46.2,0.052,N,38,42.1,-0.079,N,0.011,0.14,-0.09,6,3.2,NO
symxweekday=RUNEUSDT|6,42,47.6,47.6,-0.0107,0.94,-0.5,7,inf,"[33.4,62.3]",49.2,6.38e-01,1.000,13,53.8,0.142,N,29,44.8,-0.079,N,0.142,-0.189,-0.062,3,3.3,NO
stratxsym=asia_burst_fade|XLMUSDT,42,28.6,28.6,-0.0809,0.56,-3.4,22,inf,"[17.2,43.6]",41.6,9.71e-01,1.000,29,27.6,-0.082,N,13,30.8,-0.079,N,-0.066,-0.182,-0.079,11,4.8,NO
stratxregimexdecb=asia_pump_short_4h|bull|D2-3,131,56.5,56.5,-0.0439,0.82,-5.8,15,inf,"[47.9,64.7]",61.2,8.84e-01,1.000,14,78.6,0.258,N,117,53.8,-0.08,N,0.306,0.139,-0.08,18,19.5,NO
stratxweekdayxhourb=asia_burst_fade|1|6-11,88,28.4,28.4,-0.0908,0.53,-8.0,7,inf,"[20.0,38.6]",42.7,9.98e-01,1.000,25,24.0,-0.117,N,63,30.2,-0.081,N,-0.053,-0.198,-0.081,9,8.8,NO
stratxweekdayxhourb=asia_pump_short_4h|4|0-5,67,47.8,47.8,-0.0163,0.93,-1.1,8,inf,"[36.3,59.5]",49.5,6.58e-01,1.000,30,53.3,0.063,N,37,43.2,-0.081,N,-0.009,0.177,-0.089,9,11.7,NO
stratxsidexregime=late_fade|LONG|bear,57,33.3,33.3,-0.0315,0.57,-1.8,9,inf,"[22.5,46.3]",46.7,9.85e-01,1.000,51,35.3,-0.026,N,6,16.7,-0.081,N,-0.021,-0.048,-0.081,8,2.3,NO
stratxweekday=ny_flush_buy_4h|1,140,53.6,53.6,-0.0269,0.82,-3.8,8,inf,"[45.3,61.6]",58.4,8.94e-01,1.000,51,62.7,0.068,N,89,48.3,-0.081,N,0.044,0.08,-0.09,12,11.2,NO
stratxweekdayxregime=asia_burst_fade|2|neutral,110,43.6,43.6,-0.0083,0.95,-0.9,3,inf,"[34.7,53.0]",44.9,6.40e-01,1.000,85,44.7,0.013,N,25,40.0,-0.081,N,0.013,,-0.081,17,10.0,NO
stratxsidexregime=late_fade|LONG|neutral,63,36.5,36.5,-0.0459,0.51,-2.9,21,inf,"[25.7,48.9]",53.2,9.97e-01,1.000,36,36.1,-0.018,N,27,37.0,-0.083,N,-0.003,-0.173,-0.031,6,3.4,NO
symxweekday=SUIUSDT|1,30,40.0,40.0,-0.0826,0.3,-2.5,1,inf,"[24.6,57.7]",68.9,1.00e+00,1.000,0,,,N,30,40.0,-0.083,N,,,-0.083,6,2.6,NO
sprbxstrat=2-5bps|asia_pump_short_4h,51,56.9,56.9,-0.0517,0.77,-2.6,19,inf,"[43.3,69.5]",63.1,8.56e-01,1.000,4,100.0,0.322,N,47,53.2,-0.084,N,0.365,0.279,-0.084,8,5.9,NO
rvbxsym=>=5|FETUSDT,83,49.4,49.4,-0.0387,0.69,-3.2,27,inf,"[38.9,59.9]",58.5,9.62e-01,1.000,44,47.7,0.001,N,39,51.3,-0.084,N,0.007,-0.022,-0.091,6,5.0,NO
symxweekday=ICPUSDT|5,64,42.2,42.2,-0.0479,0.7,-3.1,9,inf,"[30.9,54.4]",51.0,9.38e-01,1.000,26,42.3,0.006,N,38,42.1,-0.085,N,-0.007,0.062,-0.117,5,4.6,NO
stratxregimexdecb=nony_momentum|neutral|D10,152,36.8,36.8,-0.0571,0.43,-8.7,25,inf,"[29.6,44.7]",57.4,1.00e+00,1.000,115,36.5,-0.048,N,37,37.8,-0.085,N,-0.083,-0.017,-0.098,21,9.4,NO
hourbxstrat=6-11|asia_pump_short_4h,82,59.8,59.8,0.0177,1.09,1.4,33,1.8,"[48.9,69.7]",57.6,3.89e-01,1.000,29,69.0,0.207,Y,53,54.7,-0.086,N,0.111,0.1,-0.065,11,8.0,NO
stratxweekend=ny_flush_buy_4h|True,170,54.7,54.7,-0.0719,0.68,-12.2,13,inf,"[47.2,62.0]",63.9,9.95e-01,1.000,39,51.3,-0.024,N,131,55.7,-0.086,N,-0.112,0.122,-0.076,30,22.4,NO
stratxsym=setup_fade|DOTUSDT,204,48.5,48.5,-0.0154,0.92,-3.1,54,inf,"[41.8,55.4]",50.6,7.50e-01,1.000,83,54.2,0.088,Y,121,44.6,-0.086,N,0.061,-0.017,-0.045,7,11.2,NO
stratxregimexrvb=setup_fade|bear|2-5,211,41.2,41.2,-0.0646,0.7,-13.6,15,inf,"[34.8,48.0]",50.2,9.96e-01,1.000,62,48.4,-0.012,N,149,38.3,-0.086,N,0.017,-0.053,-0.124,11,16.1,NO
stratxweekday=ny_flush_buy_4h|0,121,40.5,40.5,-0.0652,0.66,-7.9,7,inf,"[32.2,49.4]",50.6,9.90e-01,1.000,73,35.6,-0.051,N,48,47.9,-0.087,N,0.014,-0.111,-0.087,18,15.2,NO
stratxweekdayxregime=london_burst_fade|1|neutral,99,39.4,39.4,-0.0198,0.9,-2.0,6,inf,"[30.3,49.2]",41.9,7.24e-01,1.000,68,42.6,0.011,N,31,32.3,-0.088,N,0.049,0.002,-0.088,10,6.4,NO
hourbxregime=6-11|NA,147,47.6,47.6,0.0333,1.3,4.9,5,0.85,"[39.7,55.7]",41.1,6.61e-02,0.447,141,47.5,0.038,N,6,50.0,-0.088,N,0.032,0.064,,7,3.7,NO
hourbxrvb=6-11|NA,663,48.6,48.6,0.0097,1.09,6.5,10,1.05,"[44.8,52.4]",46.4,1.36e-01,0.693,657,48.6,0.011,N,6,50.0,-0.088,N,0.009,0.064,,7,9.4,NO
adxbxhourb=NA|6-11,1722,49.1,49.1,-0.0026,0.98,-4.5,18,inf,"[46.8,51.5]",49.7,6.95e-01,1.000,1716,49.1,-0.002,N,6,50.0,-0.088,N,-0.003,0.064,,9,18.4,NO
hourbxsprb=6-11|NA,1722,49.1,49.1,-0.0026,0.98,-4.5,18,inf,"[46.8,51.5]",49.7,6.95e-01,1.000,1716,49.1,-0.002,N,6,50.0,-0.088,N,-0.003,0.064,,9,18.4,NO
stratxweekday=london_burst_fade|1,340,42.4,42.4,-0.0096,0.95,-3.3,8,inf,"[37.2,47.7]",43.7,7.10e-01,1.000,198,50.0,0.047,N,142,31.7,-0.089,N,0.103,-0.031,-0.089,21,18.0,NO
stratxweekdayxregime=london_burst_fade|1|bull,139,33.1,33.1,-0.0905,0.52,-12.6,2,inf,"[25.8,41.3]",49.0,1.00e+00,1.000,28,39.3,-0.098,N,111,31.5,-0.089,N,,-0.098,-0.089,21,12.7,NO
stratxweekdayxregime=setup_fade|6|neutral,353,45.3,45.6,-0.0476,0.76,-16.8,5,inf,"[40.2,50.5]",52.2,9.96e-01,1.000,179,49.2,-0.007,N,174,41.4,-0.089,N,-0.036,-0.019,-0.091,16,22.0,NO
decbxstrat=D10|fade_3h_late,37,54.1,54.1,0.1537,2.07,5.7,11,0.78,"[38.4,69.0]",36.2,1.99e-02,0.218,28,57.1,0.232,Y,9,44.4,-0.09,N,0.089,0.889,-0.09,6,2.5,NO
symxweekday=ICPUSDT|0,106,50.0,50.0,-0.0519,0.65,-5.5,9,inf,"[40.6,59.4]",60.7,9.90e-01,1.000,60,50.0,-0.023,N,46,50.0,-0.09,N,-0.024,-0.032,-0.106,4,6.9,NO
sessionxsym=london|BCHUSDT,32,50.0,50.0,-0.0903,0.57,-2.9,6,inf,"[33.6,66.4]",63.5,9.60e-01,1.000,0,,,N,32,50.0,-0.09,N,,,-0.09,2,3.9,NO
stratxregimexrvb=asia_pump_short_4h|neutral|2-5,43,58.1,58.1,0.0118,1.08,0.5,16,2.71,"[43.3,71.6]",56.3,4.69e-01,1.000,33,54.5,0.043,N,10,70.0,-0.091,N,0.031,-0.031,0.069,3,2.1,NO
stratxsym=follow_3h_all|ADAUSDT,31,58.1,58.1,-0.0041,0.97,-0.1,11,inf,"[40.8,73.6]",58.9,6.11e-01,1.000,28,60.7,0.005,N,3,33.3,-0.091,N,0.005,,-0.091,4,1.9,NO
stratxweekdayxhourb=follow_3h_all|5|18-23,36,25.0,25.0,-0.273,0.11,-9.8,3,inf,"[13.8,41.1]",74.7,1.00e+00,1.000,29,24.1,-0.317,N,7,28.6,-0.092,N,-0.317,,-0.092,18,10.1,NO
stratxregimexadxb=setup_fade|bear|>=30,70,38.6,38.6,-0.0934,0.59,-6.5,2,inf,"[28.0,50.3]",51.5,9.89e-01,1.000,0,,,N,70,38.6,-0.093,N,,-0.036,-0.19,14,7.6,NO
symxweekday=ARBUSDT|3,81,50.6,50.6,-0.0075,0.95,-0.6,8,inf,"[40.0,61.2]",51.9,6.36e-01,1.000,55,50.9,0.033,N,26,50.0,-0.093,N,0.015,0.048,-0.102,3,2.8,NO
hourbxsym=12-17|BCHUSDT,32,59.4,59.4,-0.0953,0.48,-3.1,8,inf,"[42.3,74.5]",75.1,9.85e-01,1.000,0,,,N,32,59.4,-0.095,N,,,-0.095,3,3.4,NO
stratxweekdayxhourb=asia_burst_fade|0|6-11,85,42.4,42.4,-0.037,0.75,-3.1,8,inf,"[32.4,53.0]",49.4,9.20e-01,1.000,47,46.8,0.011,N,38,36.8,-0.096,N,-0.199,0.083,-0.096,14,6.1,NO
stratxv3=fade_3h_asia|False,106,35.8,35.8,-0.1175,0.45,-12.5,17,inf,"[27.4,45.3]",55.2,1.00e+00,1.000,98,34.7,-0.119,N,8,50.0,-0.097,N,-0.119,,-0.097,14,14.3,NO
sidexsym=SHORT|DOTUSDT,279,46.2,46.2,-0.02,0.88,-5.6,57,inf,"[40.5,52.1]",49.3,8.63e-01,1.000,120,55.8,0.082,Y,159,39.0,-0.097,N,0.031,0.021,-0.08,9,15.7,NO
stratxweekdayxhourb=follow_3h_all|6|18-23,39,56.4,56.4,0.0004,1.0,0.0,5,86.94,"[41.0,70.7]",56.3,5.62e-01,1.000,17,70.6,0.131,N,22,45.5,-0.101,N,0.131,,-0.101,9,3.0,NO
stratxweekdayxhourb=setup_fade|3|6-11,230,46.1,46.1,-0.0617,0.74,-14.2,9,inf,"[39.8,52.5]",53.7,9.92e-01,1.000,115,51.3,-0.02,N,115,40.9,-0.103,N,0.016,0.006,-0.167,7,18.9,NO
stratxv3=fade_3h_late|False,97,46.4,46.4,0.0332,1.24,3.2,20,1.47,"[36.8,56.3]",41.2,1.73e-01,0.765,71,46.5,0.083,Y,26,46.2,-0.103,N,0.018,0.678,-0.103,10,4.7,NO
strat=fade_3h_late,99,45.5,45.5,0.028,1.2,2.8,20,1.71,"[36.0,55.2]",41.0,2.14e-01,0.826,73,45.2,0.075,Y,26,46.2,-0.103,N,0.011,0.678,-0.103,11,5.0,NO
hourbxstrat=18-23|fade_3h_late,99,45.5,45.5,0.028,1.2,2.8,20,1.71,"[36.0,55.2]",41.0,2.14e-01,0.826,73,45.2,0.075,Y,26,46.2,-0.103,N,0.011,0.678,-0.103,11,5.0,NO
sessionxstrat=late|fade_3h_late,99,45.5,45.5,0.028,1.2,2.8,20,1.71,"[36.0,55.2]",41.0,2.14e-01,0.826,73,45.2,0.075,Y,26,46.2,-0.103,N,0.011,0.678,-0.103,11,5.0,NO
sidexstrat=SHORT|fade_3h_late,99,45.5,45.5,0.028,1.2,2.8,20,1.71,"[36.0,55.2]",41.0,2.14e-01,0.826,73,45.2,0.075,Y,26,46.2,-0.103,N,0.011,0.678,-0.103,11,5.0,NO
stratxvolb=fade_3h_late|hi>=0.40%,99,45.5,45.5,0.028,1.2,2.8,20,1.71,"[36.0,55.2]",41.0,2.14e-01,0.826,73,45.2,0.075,Y,26,46.2,-0.103,N,0.011,0.678,-0.103,11,5.0,NO
stratxweekdayxhourb=ny_flush_buy_4h|1|18-23,66,47.0,47.0,-0.0868,0.54,-5.7,8,inf,"[35.4,58.8]",61.9,9.95e-01,1.000,21,47.6,-0.051,N,45,46.7,-0.103,N,-0.161,0.034,-0.094,8,8.7,NO
regimexstrat=bear|asia_pump_short_4h,46,50.0,50.0,-0.0086,0.95,-0.4,8,inf,"[36.1,63.9]",51.3,6.29e-01,1.000,18,55.6,0.141,N,28,46.4,-0.105,N,0.226,0.087,-0.105,7,3.1,NO
stratxsidexregime=asia_pump_short_4h|SHORT|bear,46,50.0,50.0,-0.0086,0.95,-0.4,8,inf,"[36.1,63.9]",51.3,6.29e-01,1.000,18,55.6,0.141,N,28,46.4,-0.105,N,0.226,0.087,-0.105,7,3.1,NO
stratxregimexadxb=asia_pump_short_4h|bear|20-30,39,46.2,46.2,-0.0507,0.73,-2.0,6,inf,"[31.6,61.4]",54.0,8.73e-01,1.000,11,45.5,0.087,N,28,46.4,-0.105,N,,0.087,-0.105,7,3.1,NO
stratxweekdayxhourb=ny_flush_buy_4h|0|12-17,79,34.2,34.2,-0.0909,0.54,-7.2,7,inf,"[24.7,45.2]",49.1,9.97e-01,1.000,45,28.9,-0.08,N,34,41.2,-0.106,N,-0.209,0.024,-0.106,14,8.9,NO
stratxweekdayxregime=asia_pump_short_4h|3|bull,36,66.7,66.7,-0.0093,0.96,-0.3,4,inf,"[50.3,79.8]",67.5,6.22e-01,1.000,8,75.0,0.33,N,28,64.3,-0.106,N,0.508,0.034,-0.106,5,4.7,NO
stratxweekdayxregime=setup_fade|6|bull,123,44.7,44.7,-0.1073,0.53,-13.2,1,inf,"[36.2,53.5]",60.2,1.00e+00,1.000,0,,,N,123,44.7,-0.107,N,,,-0.107,12,15.5,NO
